"category","region","graduation","experience_text","job_salary","job_id"
"Банки, инвестиции, лизинг","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",63200,1163711
"Банки, инвестиции, лизинг","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",53720,1163709
"Банки, инвестиции, лизинг","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","5-10 лет",80000,1159700
"Банки, инвестиции, лизинг","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",115000,1155249
"Банки, инвестиции, лизинг","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1142384
"Банки, инвестиции, лизинг","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1142383
"Банки, инвестиции, лизинг","г. АЛМАТЫ","высшее","до 3 лет",60000,1137900
"Банки, инвестиции, лизинг","г. АЛМАТЫ","высшее","до 3 лет",100000,1137809
"Банки, инвестиции, лизинг","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1137794
"Банки, инвестиции, лизинг","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1137792
"Банки, инвестиции, лизинг","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1137788
"Банки, инвестиции, лизинг","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",60000,1166121
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",140000,1162834
"Банки, инвестиции, лизинг","г. АЛМАТЫ","высшее","до 3 лет",50000,1158284
"Банки, инвестиции, лизинг","АСТАНА","послесреднее","Без опыта",70000,1158073
"Банки, инвестиции, лизинг","АСТАНА","высшее","Без опыта",50000,1158066
"Банки, инвестиции, лизинг","АСТАНА","высшее","Без опыта",50000,1151102
"Банки, инвестиции, лизинг","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150767
"Банки, инвестиции, лизинг","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150764
"Банки, инвестиции, лизинг","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150763
"Банки, инвестиции, лизинг","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150758
"Банки, инвестиции, лизинг","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150754
"Банки, инвестиции, лизинг","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150752
"Банки, инвестиции, лизинг","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1150745
"Банки, инвестиции, лизинг","г. АЛМАТЫ","высшее","до 3 лет",80000,1137899
"Банки, инвестиции, лизинг","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1137775
"Банки, инвестиции, лизинг","АСТАНА","послесреднее","Без опыта",160000,1163893
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",174000,1137777
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",312000,1137774
"Банки, инвестиции, лизинг","г. АЛМАТЫ","высшее","до 3 лет",100000,1137719
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",312000,1137344
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",312000,1137340
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",174000,1137326
"Банки, инвестиции, лизинг","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",75000,1152673
"Банки, инвестиции, лизинг","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",75000,1150499
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",174000,1137282
"Банки, инвестиции, лизинг","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1159383
"Банки, инвестиции, лизинг","г. ШЫМКЕНТ","послесреднее","Без опыта",100000,1144914
"Банки, инвестиции, лизинг","г. ШЫМКЕНТ","послесреднее","Без опыта",80000,1137463
"Банки, инвестиции, лизинг","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1160095
"Банки, инвестиции, лизинг","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",170000,1152262
"Банки, инвестиции, лизинг","АСТАНА","высшее","до 3 лет",312000,1137810
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",110000,1165695
"Автосервис, автобизнес","АКТЮБИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",120000,1165297
"Автосервис, автобизнес","г. АЛМАТЫ","послесреднее","до 3 лет",120000,1165227
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",290000,1165005
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","5-10 лет",105000,1164927
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",290000,1164020
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",42500,1163992
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",53356,1163888
"Автосервис, автобизнес","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",51145,1162968
"Автосервис, автобизнес","ЖАМБЫЛСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",100000,1162788
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",150000,1162743
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","3-5 лет",100000,1161626
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","3-5 лет",100000,1161557
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",42500,1160665
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",250000,1160444
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",150000,1160401
"Автосервис, автобизнес","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",200000,1159545
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",85000,1159003
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",71301,1155591
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",150000,1155156
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",290000,1154850
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",180000,1154206
"Автосервис, автобизнес","АКТЮБИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",75000,1154178
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",82700,1153896
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",62000,1153548
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",62000,1153542
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",88000,1153325
"Автосервис, автобизнес","АСТАНА","послесреднее","до 3 лет",100000,1153195
"Автосервис, автобизнес","ПАВЛОДАРСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",160000,1152755
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",250000,1152737
"Автосервис, автобизнес","г. ШЫМКЕНТ","техническое и профессиональное","до 3 лет",100000,1152717
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",50000,1152605
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",70000,1152519
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","до 3 лет",70000,1152516
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",64240,1152118
"Автосервис, автобизнес","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",100000,1151951
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",94600,1151298
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",290000,1150536
"Автосервис, автобизнес","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","до 3 лет",63900,1150468
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",55000,1150386
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","до 3 лет",100000,1150383
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",156280,1150333
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",126613,1149772
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",190000,1149259
"Автосервис, автобизнес","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",100000,1148662
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",85000,1148159
"Автосервис, автобизнес","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",140000,1147399
"Автосервис, автобизнес","АСТАНА","высшее","до 3 лет",45000,1147152
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",133700,1147085
"Автосервис, автобизнес","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",51144,1146972
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",120000,1146909
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",133700,1145584
"Автосервис, автобизнес","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",80000,1145447
"Автосервис, автобизнес","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",150000,1144560
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",49000,1142897
"Автосервис, автобизнес","г. АЛМАТЫ","общее среднее (с 1 по 11/12 классы)","до 3 лет",120000,1141800
"Автосервис, автобизнес","АКТЮБИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",100000,1141228
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",75000,1139272
"Автосервис, автобизнес","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",100000,1139245
"Автосервис, автобизнес","АСТАНА","послесреднее","до 3 лет",60000,1139076
"Автосервис, автобизнес","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",100000,1137864
"Автосервис, автобизнес","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",80000,1137611
"Автосервис, автобизнес","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",80000,1137601
"Автосервис, автобизнес","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",94000,1136872
"Автосервис, автобизнес","АСТАНА","техническое и профессиональное","3-5 лет",50000,1136190
"Рынок труда","АСТАНА","высшее","до 3 лет",130000,1165699
"Рынок труда","г. АЛМАТЫ","послевузовское","до 3 лет",50000,1165071
"Рынок труда","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1164282
"Рынок труда","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1164252
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1164101
"Рынок труда","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",42500,1163654
"Рынок труда","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",75000,1161132
"Рынок труда","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1161053
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",58577,1159269
"Рынок труда","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",85000,1157453
"Рынок труда","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",120000,1156580
"Рынок труда","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",72000,1153237
"Рынок труда","г. ШЫМКЕНТ","высшее","до 3 лет",80000,1152746
"Рынок труда","г. АЛМАТЫ","высшее","до 3 лет",80000,1151378
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1150795
"Рынок труда","ЖАМБЫЛСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1150158
"Рынок труда","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1149631
"Рынок труда","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1149507
"Рынок труда","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",72588,1148467
"Рынок труда","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1146111
"Рынок труда","АТЫРАУСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1146036
"Рынок труда","КОСТАНАЙСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",121000,1144815
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",80000,1144386
"Рынок труда","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1143354
"Рынок труда","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",67000,1143022
"Рынок труда","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",42500,1142899
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1142711
"Рынок труда","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",72558,1141317
"Рынок труда","АСТАНА","высшее","до 3 лет",90000,1138538
"Рынок труда","ПАВЛОДАРСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",64435,1136699
"Рынок труда","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1136590
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1135987
"Рынок труда","АСТАНА","высшее","3-5 лет",200000,1165825
"Рынок труда","АСТАНА","высшее","3-5 лет",200000,1165823
"Рынок труда","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","3-5 лет",158000,1165480
"Рынок труда","АКТЮБИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",45000,1159841
"Рынок труда","г. ШЫМКЕНТ","высшее","3-5 лет",120000,1153537
"Рынок труда","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",60000,1147512
"Рынок труда","г. АЛМАТЫ","высшее","до 3 лет",58046,1146150
"Рынок труда","АСТАНА","послевузовское","Без опыта",150000,1142184
"Рынок труда","АТЫРАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",48000,1165661
"Рынок труда","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",100000,1165525
"Рынок труда","г. АЛМАТЫ","высшее","Без опыта",150000,1164969
"Рынок труда","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","до 3 лет",72558,1158099
"Рынок труда","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",90000,1150600
"Рынок труда","АКМОЛИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",100000,1150355
"Рынок труда","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","до 3 лет",120000,1149592
"Рынок труда","г. АЛМАТЫ","высшее","до 3 лет",187000,1163413
"Рынок труда","АСТАНА","высшее","до 3 лет",100000,1149004
"Рынок труда","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",76628,1164588
"Рынок труда","АСТАНА","высшее","до 3 лет",74858,1163599
"Рынок труда","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",75000,1138705
"Работа для студентов, начало карьеры","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1166193
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","3-5 лет",80000,1165465
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","3-5 лет",80000,1165422
"Работа для студентов, начало карьеры","г. АЛМАТЫ","высшее","до 3 лет",100000,1164643
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1164361
"Работа для студентов, начало карьеры","г. АЛМАТЫ","высшее","3-5 лет",88000,1163960
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",121190,1162678
"Работа для студентов, начало карьеры","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",97000,1161452
"Работа для студентов, начало карьеры","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","5-10 лет",102000,1156959
"Работа для студентов, начало карьеры","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","5-10 лет",126290,1156449
"Работа для студентов, начало карьеры","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1156165
"Работа для студентов, начало карьеры","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",110000,1155122
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1155045
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1154578
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1154569
"Работа для студентов, начало карьеры","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",102500,1153741
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",120000,1147525
"Работа для студентов, начало карьеры","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","5-10 лет",42500,1144795
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",92000,1143130
"Работа для студентов, начало карьеры","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",139321,1159590
"Работа для студентов, начало карьеры","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",127140,1159587
"Работа для студентов, начало карьеры","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","3-5 лет",200000,1158940
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",80000,1155054
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",197000,1154853
"Работа для студентов, начало карьеры","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",80000,1152195
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",60000,1150331
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",140000,1148427
"Работа для студентов, начало карьеры","ЖАМБЫЛСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",140000,1147748
"Работа для студентов, начало карьеры","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",100000,1147681
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",80000,1142743
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",58754,1136939
"Работа для студентов, начало карьеры","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",311826,1136444
"Работа для студентов, начало карьеры","АСТАНА","послесреднее","3-5 лет",42500,1135960
"Работа для студентов, начало карьеры","г. АЛМАТЫ","высшее","до 3 лет",147581,1163039
"Работа для студентов, начало карьеры","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1154379
"Работа для студентов, начало карьеры","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","5-10 лет",80000,1154296
"Работа для студентов, начало карьеры","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",150000,1154264
"Работа для студентов, начало карьеры","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","3-5 лет",120000,1148927
"Работа для студентов, начало карьеры","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","3-5 лет",135000,1148909
"Работа для студентов, начало карьеры","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1147563
"Работа для студентов, начало карьеры","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1136902
"Работа для студентов, начало карьеры","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1160230
"Работа для студентов, начало карьеры","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1153416
"Работа для студентов, начало карьеры","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",60000,1137861
"Работа для студентов, начало карьеры","г. АЛМАТЫ","высшее","3-5 лет",90000,1163954
"Работа для студентов, начало карьеры","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",106000,1162752
"Работа для студентов, начало карьеры","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1136889
"Маркетинг, реклама, PR","г. ШЫМКЕНТ","послесреднее","Без опыта",42500,1166157
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",58577,1165365
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",58577,1165326
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",58577,1165305
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",58577,1165292
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",58577,1165261
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",58577,1165237
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",58577,1165213
"Маркетинг, реклама, PR","АЛМАТИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",58577,1165171
"Маркетинг, реклама, PR","МАНГИСТАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",55000,1164976
"Маркетинг, реклама, PR","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",70000,1149963
"Маркетинг, реклама, PR","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",70000,1149438
"Маркетинг, реклама, PR","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","общее среднее (с 1 по 11/12 классы)","Без опыта",78000,1146045
"Маркетинг, реклама, PR","г. АЛМАТЫ","высшее","Без опыта",100000,1165724
"Маркетинг, реклама, PR","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1163847
"Маркетинг, реклама, PR","АСТАНА","высшее","до 3 лет",199000,1161786
"Маркетинг, реклама, PR","г. АЛМАТЫ","высшее","Без опыта",125000,1159048
"Маркетинг, реклама, PR","г. АЛМАТЫ","высшее","Без опыта",50000,1159042
"Маркетинг, реклама, PR","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",300000,1150805
"Маркетинг, реклама, PR","г. АЛМАТЫ","высшее","до 3 лет",600000,1150477
"Маркетинг, реклама, PR","АТЫРАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",150000,1149544
"Маркетинг, реклама, PR","г. АЛМАТЫ","высшее","до 3 лет",42500,1147517
"Маркетинг, реклама, PR","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","3-5 лет",90000,1144464
"Маркетинг, реклама, PR","АСТАНА","высшее","до 3 лет",60000,1163116
"Маркетинг, реклама, PR","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1150051
"Маркетинг, реклама, PR","АСТАНА","техническое и профессиональное","до 3 лет",80000,1147355
"Маркетинг, реклама, PR","г. ШЫМКЕНТ","техническое и профессиональное","до 3 лет",80000,1147337
"Маркетинг, реклама, PR","АСТАНА","высшее","до 3 лет",200000,1139126
"Маркетинг, реклама, PR","г. ШЫМКЕНТ","техническое и профессиональное","Без опыта",55000,1158517
"Маркетинг, реклама, PR","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",60524,1155670
"Маркетинг, реклама, PR","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",50000,1139428
"Маркетинг, реклама, PR","АСТАНА","высшее","до 3 лет",200000,1158612
"Маркетинг, реклама, PR","АСТАНА","высшее","до 3 лет",300000,1146888
"Маркетинг, реклама, PR","АСТАНА","высшее","до 3 лет",100000,1158529
"Консалтинг, стратегическое развитие","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",86000,1165857
"Консалтинг, стратегическое развитие","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",144000,1165456
"Консалтинг, стратегическое развитие","АСТАНА","высшее","до 3 лет",100000,1150724
"Консалтинг, стратегическое развитие","АСТАНА","высшее","до 3 лет",100000,1150723
"Консалтинг, стратегическое развитие","АСТАНА","высшее","до 3 лет",100000,1150717
"Консалтинг, стратегическое развитие","АСТАНА","высшее","до 3 лет",100000,1150716
"Консалтинг, стратегическое развитие","АСТАНА","высшее","до 3 лет",100000,1150712
